party,press_release,claim_number,claim_text,claim_desc,category,is_policy_like
Democratic,bills-senator-becker-climate-action-digital-divide-justice-reform-and-voter-equity.txt,10,"Challenged signatures disproportionately impact vulnerable communities, including those with limited English proficiency and individuals living with disabilities.",,,
Democratic,bills-senator-becker-climate-action-digital-divide-justice-reform-and-voter-equity.txt,11,SB 504 ensures that Californians involved with the criminal justice system maintain access to voter registration.,,,
Democratic,bills-senator-becker-voter-and-environmental-justice-clear-first-hurdles.txt,1,Voting by mail in California increased from less than 60% in the 2016 presidential election to more than 87% during the presidential election in 2020.,,,
Democratic,bills-senator-becker-voter-and-environmental-justice-clear-first-hurdles.txt,2,"More than 100,000 mail-in ballots were rejected in California's March primary election.",,,
Democratic,bills-senator-becker-voter-and-environmental-justice-clear-first-hurdles.txt,3,There are significant disparities among California counties on how signatures for mail-in ballots are evaluated.,,,
Democratic,bills-senator-becker-voter-and-environmental-justice-clear-first-hurdles.txt,4,"Challenged signatures disproportionately impact vulnerable populations including those with limited English proficiency, people living with disabilities, first-time and aging voters, and voters of color.",,,
Democratic,bills-senator-becker-voter-and-environmental-justice-clear-first-hurdles.txt,5,SB 504 would improve data sharing between the California Department of Corrections and the Secretary of State’s Office regarding voter registration for justice-involved individuals.,,,
Democratic,bills-senator-becker-voter-and-environmental-justice-clear-first-hurdles.txt,6,SB 504 aims to provide military and overseas voters with the same registration options as in-state voters.,,,
Democratic,bills-senator-becker-voter-and-environmental-justice-clear-first-hurdles.txt,7,The California Public Utilities Commission oversees nearly $1 billion annually in public purpose charges for energy efficiency and distributed energy resources.,,,
Democratic,bills-senator-becker-voter-and-environmental-justice-clear-first-hurdles.txt,8,Access to energy efficiency and distributed energy programs for low-income and disadvantaged communities lags behind due to a cost-effectiveness test that only considers benefits to the grid.,,,
Democratic,bills-senator-becker-voter-and-environmental-justice-clear-first-hurdles.txt,9,"The CPUC typically does not consider non-energy benefits, such as lower utility bills or improved air quality, when deciding on funding for energy projects.",,,
Democratic,bills-senator-becker-voter-and-environmental-justice-clear-first-hurdles.txt,10,Non-energy benefits should be considered alongside cost-effectiveness in optimizing public funds for energy projects.,,,
Democratic,el-senador-cortese-defiende-el-desarrollo-economico-traves-del-ley-de-expansion-del-centro-de.txt,1,El Proyecto de Ley del Senado (SB) 1298 permite que el desarrollo de infraestructura siga el ritmo de los avances en la computación en la nube y la inteligencia artificial.,,,
Democratic,el-senador-cortese-defiende-el-desarrollo-economico-traves-del-ley-de-expansion-del-centro-de.txt,2,"La tasa actual de desocupación de los centros de datos en Silicon Valley es apenas del 1,6%, lo que subraya la necesidad de ampliar la capacidad para satisfacer la creciente demanda.",,,
Democratic,el-senador-cortese-defiende-el-desarrollo-economico-traves-del-ley-de-expansion-del-centro-de.txt,3,Los centros de datos son fundamentales para respaldar una amplia gama de servicios digitales y tecnologías nuevas y emergentes como la inteligencia artificial.,,,
Democratic,el-senador-cortese-defiende-el-desarrollo-economico-traves-del-ley-de-expansion-del-centro-de.txt,4,La SB 1298 impulsará la innovación y mejorará las vidas de todos los californianos involucrados en esta tecnología.,,,
Democratic,el-senador-cortese-defiende-el-desarrollo-economico-traves-del-ley-de-expansion-del-centro-de.txt,5,La SB 1298 propone elevar el umbral de elegibilidad de los centros de datos bajo el proceso de Exención para Pequeñas Plantas de Energía de 100 megavatios a 200 megavatios.,,,
Democratic,fifteen-becker-bills-climate-action-social-justice-education-child.txt,1,Senate Bill 1203 requires state agencies to publish greenhouse gas (GHG) emission inventories and create plans for achieving net zero emissions from their own operations by 2035.,,,
Democratic,fifteen-becker-bills-climate-action-social-justice-education-child.txt,2,SB 1158 improves the reporting methods for utilities and community choice aggregators to provide a more accurate picture of California's energy sources.,,,
Democratic,fifteen-becker-bills-climate-action-social-justice-education-child.txt,3,SB 887 accelerates the construction of transmission needed to deliver new clean energy resources in California.,,,
Democratic,fifteen-becker-bills-climate-action-social-justice-education-child.txt,4,SB 1032 proposes a study to identify ways to accelerate the development of electrical transmission in California to achieve the state's GHG goals.,,,
Democratic,fifteen-becker-bills-climate-action-social-justice-education-child.txt,5,SB 1112 supports equitable financing for climate-beneficial building upgrades through utility investment programs.,,,
Democratic,fifteen-becker-bills-climate-action-social-justice-education-child.txt,6,SB 1301 establishes California's first manufacturing tax credit specifically for clean energy products.,,,
Democratic,fifteen-becker-bills-climate-action-social-justice-education-child.txt,7,SB 1008 eliminates telecom fees for communications to and from incarcerated people in California prisons or jails.,,,
Democratic,fifteen-becker-bills-climate-action-social-justice-education-child.txt,8,SB 876 directs the implementation of the Digital Education Equity Program to provide equitable educational technology support to school districts.,,,
Democratic,fifteen-becker-bills-climate-action-social-justice-education-child.txt,9,SB 1407 creates a hub in the Governor’s Office of Business and Economic Development focused on employee ownership.,,,
Democratic,fifteen-becker-bills-climate-action-social-justice-education-child.txt,10,SB 948 allows for more efficient use of resources for affordable housing projects in California.,,,
Democratic,fifteen-becker-bills-climate-action-social-justice-education-child.txt,11,SB 1000 seeks to protect the public's right to access police radio communications.,,,
Democratic,fifteen-becker-bills-climate-action-social-justice-education-child.txt,12,SB 1419 adds new protections for patients regarding the communication of sensitive information about their clinical laboratory tests.,,,
Democratic,following-cop26-assemblymembers-rivas-calderon-ward-and-senator-cortese-commit-introduce.txt,1,The world is surpassing California on climate change education.,,,
Democratic,following-cop26-assemblymembers-rivas-calderon-ward-and-senator-cortese-commit-introduce.txt,2,Extreme climate events are escalating in severity each year.,,,
Democratic,following-cop26-assemblymembers-rivas-calderon-ward-and-senator-cortese-commit-introduce.txt,3,Millennials and Generation Z have mobilized as key leaders in climate and environmental activism.,,,
Democratic,following-cop26-assemblymembers-rivas-calderon-ward-and-senator-cortese-commit-introduce.txt,4,Several countries are preparing their youth for new climate realities by educating them on climate change.,,,
Democratic,following-cop26-assemblymembers-rivas-calderon-ward-and-senator-cortese-commit-introduce.txt,5,Educated students can inspire adults towards greater levels of climate awareness.,,,
Democratic,following-cop26-assemblymembers-rivas-calderon-ward-and-senator-cortese-commit-introduce.txt,6,A 2019 study by Nature Climate Change found that teaching children about climate change in schools significantly increased their parents' concern over the issue.,,,
Democratic,following-cop26-assemblymembers-rivas-calderon-ward-and-senator-cortese-commit-introduce.txt,7,80% of parents in the U.S. supported the teaching of climate change.,,,
Democratic,following-cop26-assemblymembers-rivas-calderon-ward-and-senator-cortese-commit-introduce.txt,8,86% of teachers believe climate change should be taught in schools.,,,
Democratic,following-cop26-assemblymembers-rivas-calderon-ward-and-senator-cortese-commit-introduce.txt,9,Italy and New Zealand require every grade in their public school system to study climate change.,,,
Democratic,following-cop26-assemblymembers-rivas-calderon-ward-and-senator-cortese-commit-introduce.txt,10,New Jersey is the first state in the U.S. to require schools to teach their students about climate change.,,,
Democratic,following-cop26-assemblymembers-rivas-calderon-ward-and-senator-cortese-commit-introduce.txt,11,Climate change literacy is a critical outcome of K–12 education for California students.,,,
Democratic,following-cop26-assemblymembers-rivas-calderon-ward-and-senator-cortese-commit-introduce.txt,12,"Climate change will be a defining feature of students' worlds, whatever career path they take.",,,
Democratic,highly-destructive-summer-vegetation-wildfires-are-underway-senator-corteses-bill-reducing.txt,1,Senator Dave Cortese's bill SB 653 is designed to define vegetation management practices that reduce wildfire risk.,,,
Democratic,highly-destructive-summer-vegetation-wildfires-are-underway-senator-corteses-bill-reducing.txt,2,SB 653 supports native wildlife and plant health through its defined vegetation management practices.,,,
Democratic,highly-destructive-summer-vegetation-wildfires-are-underway-senator-corteses-bill-reducing.txt,3,The bill encourages the use of environmentally sensitive vegetation management (ESVM) practices.,,,
