party,press_release,claim_number,ref_uid,stance_claude_judge,stance_nli_deberta,stance_nli_bart,consensus,unanimous,claim_text,ref_title
rep,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,4,ff38efdb-5e6b-4a3e-8868-df847f988e58,support,silent,silent,silent,0,Current required vaccinations have been in use with full FDA approval for decades.,Comprehensive Review of Vaccine Safety and Efficacy
rep,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,4,10.1016/j.vaccine.2020.06.078,support,silent,silent,silent,0,Current required vaccinations have been in use with full FDA approval for decades.,Vaccines That Have Changed the World: A Historical Perspective
rep,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,10,turn0search0,abstain,silent,silent,silent,1,School district budgets will crumble as a result of decreased enrollment in rural schools.,How the School Choice Agenda Harms Rural Students
rep,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,10,turn0search1,abstain,silent,silent,silent,1,School district budgets will crumble as a result of decreased enrollment in rural schools.,The Surprising Effects of Enrollment Declines on School Funding
rep,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,10,turn0search2,abstain,silent,silent,silent,1,School district budgets will crumble as a result of decreased enrollment in rural schools.,Breaking down enrollment declines in public schools
rep,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,10,turn0search3,abstain,silent,silent,silent,1,School district budgets will crumble as a result of decreased enrollment in rural schools.,Wisconsin's Rural Schools Are Getting Squeezed By Student Loss
rep,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,10,turn0search9,abstain,silent,silent,silent,1,School district budgets will crumble as a result of decreased enrollment in rural schools.,"Report: In Wisconsin, Enrollment Drop Threatens School Funding, Opportunity"
rep,gallagher-trump-is-right-california-is-failing-girls-sports.txt,2,10.1177/0361684320944058,abstain,silent,silent,silent,1,Governor Newsom has referred to the situation in girls' sports as 'deeply unfair.',Gender Differences in Youth Sports: What We Know and What We Don’t
rep,gallagher-trump-is-right-california-is-failing-girls-sports.txt,2,10.1080/00940771.2020.1747863,abstain,silent,silent,silent,1,Governor Newsom has referred to the situation in girls' sports as 'deeply unfair.',"Title IX, Intercollegiate Athletics, and Female Student-Athletes: A Review of the Study Findings"
rep,gallagher-trump-is-right-california-is-failing-girls-sports.txt,2,10.1007/s12160-019-00102-4,abstain,silent,silent,silent,1,Governor Newsom has referred to the situation in girls' sports as 'deeply unfair.',The Role of Youth Sports in Shaping Gender Disparities in Physical Activity
rep,gallagher-trump-is-right-california-is-failing-girls-sports.txt,2,10.1080/01900790.2021.1945519,silent,silent,silent,silent,1,Governor Newsom has referred to the situation in girls' sports as 'deeply unfair.',Exploring Gender and Equity in Sports: Policies and Implementation Challenges
rep,gallagher-trump-is-right-california-is-failing-girls-sports.txt,2,2205.03456,silent,silent,silent,silent,1,Governor Newsom has referred to the situation in girls' sports as 'deeply unfair.',The Future of Girls' Sports: An Analysis of Recent Legislation
rep,governor-newsom-signs-tri-tas-legislation-to-reform-hoa-elections-and-protect-homeowners-rights.txt,2,turn0search0,abstain,silent,silent,silent,1,Many HOAs are unable to meet the often very high quorum requirements needed to elect board members.,AB 2460: A New Homeowners Association Law
rep,governor-newsom-signs-tri-tas-legislation-to-reform-hoa-elections-and-protect-homeowners-rights.txt,2,turn0search3,abstain,silent,silent,silent,1,Many HOAs are unable to meet the often very high quorum requirements needed to elect board members.,NEW STATE LAWS AIM TO SIMPLIFY HOA GOVERNANCE
rep,governor-newsom-signs-tri-tas-legislation-to-reform-hoa-elections-and-protect-homeowners-rights.txt,2,turn0search2,abstain,silent,silent,silent,1,Many HOAs are unable to meet the often very high quorum requirements needed to elect board members.,Modernizing HOA Governance in California
rep,governor-newsom-signs-tri-tas-legislation-to-reform-hoa-elections-and-protect-homeowners-rights.txt,2,turn0search4,abstain,silent,silent,silent,1,Many HOAs are unable to meet the often very high quorum requirements needed to elect board members.,2024 Year-End Review of California Legislation and Cases Which Affect Homeowners’ Associations and Common Interest Developments
rep,governor-newsom-signs-tri-tas-legislation-to-reform-hoa-elections-and-protect-homeowners-rights.txt,2,turn0search7,abstain,silent,silent,silent,1,Many HOAs are unable to meet the often very high quorum requirements needed to elect board members.,AB 1458: Reduced Quorum Requirements for Effective Voting
rep,icymi-cnn-chyron-what-in-gods-name-is-going-on-with-gavin-newsom.txt,1,turn0news13,abstain,silent,silent,silent,1,Gavin Newsom has disowned progressive policies he previously championed in California.,"California's Gavin Newsom opposes trans athletes in women's sports, splitting with progressives"
rep,icymi-cnn-chyron-what-in-gods-name-is-going-on-with-gavin-newsom.txt,1,turn0news14,abstain,silent,silent,silent,1,Gavin Newsom has disowned progressive policies he previously championed in California.,California closes $12B deficit by cutting back immigrants' access to health care
rep,icymi-cnn-chyron-what-in-gods-name-is-going-on-with-gavin-newsom.txt,1,turn0news12,abstain,silent,refute,silent,0,Gavin Newsom has disowned progressive policies he previously championed in California.,Gov. Newsom signs housing bill overhauling California's landmark environmental law
rep,icymi-democrats-turn-special-session-into-partisan-show.txt,3,turn0search3,refute,refute,silent,refute,0,The bill could result in taxpayer funds going to the legal defense of undocumented immigrants who have been convicted of a crime.,CA Democrats tighten rules from immigrant legal defense fund
rep,icymi-democrats-turn-special-session-into-partisan-show.txt,3,turn0search6,refute,refute,support,refute,0,The bill could result in taxpayer funds going to the legal defense of undocumented immigrants who have been convicted of a crime.,Advocates Raise Alarms Over California Budget’s Restrictions on Immigration Legal Aid
rep,icymi-democrats-turn-special-session-into-partisan-show.txt,3,turn0search1,abstain,support,silent,support,0,The bill could result in taxpayer funds going to the legal defense of undocumented immigrants who have been convicted of a crime.,"Newsom says $50M won’t fund ""noncitizens convicted of...violent felonies""—Here's what's *actually* in the new laws"
rep,icymi-democrats-turn-special-session-into-partisan-show.txt,3,turn0search2,abstain,refute,support,refute,0,The bill could result in taxpayer funds going to the legal defense of undocumented immigrants who have been convicted of a crime.,Measure to bar state-funded legal services for certain noncitizens with felony convictions fails in committee
rep,icymi-democrats-turn-special-session-into-partisan-show.txt,3,turn0search8,abstain,support,support,support,1,The bill could result in taxpayer funds going to the legal defense of undocumented immigrants who have been convicted of a crime.,California bill would extend legal aid to illegal immigrants convicted of violent felonies
rep,icymi-democrats-turn-special-session-into-partisan-show.txt,5,turn0search0,abstain,support,support,support,1,The rejection of the safeguard is described as disingenuous by legal scholars.,Truth Denied: AB 495 Backers Say Parents Aren’t Excluded—But the Bill and Legal Experts Say Otherwise
rep,icymi-democrats-turn-special-session-into-partisan-show.txt,5,turn0search8,abstain,silent,silent,silent,1,The rejection of the safeguard is described as disingenuous by legal scholars.,Republican Lawmakers File Legal Letter Objecting to False Assertions in Democrat Lawsuit
rep,icymi-democrats-turn-special-session-into-partisan-show.txt,6,turn0search0,abstain,refute,refute,refute,1,Voters expressed a desire for lawmakers to crack down on crime in the November election.,Voters Reject Fearmongering Around Crime and Public Safety in 2022 Midterms
rep,icymi-democrats-turn-special-session-into-partisan-show.txt,6,turn0search3,abstain,silent,silent,silent,1,Voters expressed a desire for lawmakers to crack down on crime in the November election.,Californians back measure to crack down on crime despite Newsom’s opposition
rep,icymi-democrats-turn-special-session-into-partisan-show.txt,6,turn0search4,abstain,silent,silent,silent,1,Voters expressed a desire for lawmakers to crack down on crime in the November election.,"Despite Newsom's Opposition, Californians Back Measure to Crack Down on Crime"
rep,icymi-democrats-turn-special-session-into-partisan-show.txt,6,turn0search5,support,silent,silent,silent,0,Voters expressed a desire for lawmakers to crack down on crime in the November election.,Voters favor tough-on-crime laws
rep,icymi-democrats-turn-special-session-into-partisan-show.txt,6,turn0search10,support,silent,silent,silent,0,Voters expressed a desire for lawmakers to crack down on crime in the November election.,Even blue states are embracing a tougher approach to crime
rep,lackey-introduces-legislation-to-address-critical-court-reporter-shortage-and-ensure-litigants-access-to-justice.txt,2,turn0search0,abstain,refute,silent,refute,0,California courts have held over 1.2 million hearings without a verbatim record between October 2023 and August 2024 due to a shortage of certified court reporters.,Shortage of Court Reporters in California
rep,lackey-introduces-legislation-to-address-critical-court-reporter-shortage-and-ensure-litigants-access-to-justice.txt,2,turn0search12,abstain,refute,refute,refute,1,California courts have held over 1.2 million hearings without a verbatim record between October 2023 and August 2024 due to a shortage of certified court reporters.,Fact Sheet: Shortage of Certified Shorthand Reporters in California
rep,lackey-introduces-legislation-to-address-critical-court-reporter-shortage-and-ensure-litigants-access-to-justice.txt,2,turn0search13,abstain,silent,silent,silent,1,California courts have held over 1.2 million hearings without a verbatim record between October 2023 and August 2024 due to a shortage of certified court reporters.,"Superior Court of California, County of Santa Clara Issues General Order on Use of Electronic Recording Equipment in Proceedings Affecting Fundamental Liberty I"
rep,lackey-introduces-legislation-to-address-critical-court-reporter-shortage-and-ensure-litigants-access-to-justice.txt,2,turn0search1,abstain,silent,silent,silent,1,California courts have held over 1.2 million hearings without a verbatim record between October 2023 and August 2024 due to a shortage of certified court reporters.,Santa Clara County Superior Court Issues General Order on Use of Electronic Recording Equipment in Proceedings Affecting Fundamental Liberty Interests
rep,lackey-introduces-legislation-to-address-critical-court-reporter-shortage-and-ensure-litigants-access-to-justice.txt,2,turn0search2,abstain,silent,silent,silent,1,California courts have held over 1.2 million hearings without a verbatim record between October 2023 and August 2024 due to a shortage of certified court reporters.,California Doesn’t Have Enough Court Reporters. Their Unions Are Fighting Substitutes
