party,press_release,claim_number,claim_text,provider,id,doi,title,abstract,year,venue,authors,url,is_open_access
Republican,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,3,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",publisher,turn0search8,,Massive $163 Billion Tax Hike Proposed to Dismantle CA Healthcare System,"Taxes on California businesses and consumers would be increased a stunning $163 billion annually under disastrous legislation introduced this week by Assemblymember Ash Kalra (San Jose) to fund a single-payer healthcare system that has been rejected multiple times as unworkable, impractical and too costly. The Bay Area Council has long been a strong advocate for reforming our healthcare system to improve quality, access and outcomes while also reducing costs for business and consumers, and we were an outlier among business groups in supporting Affordable Care Act reforms. But replacing a free-market system with a government-run program isn’t the answer, even if you can somehow forget the state’s middling track record in effectively and efficiently managing and operating large, highly complex projects.",2022,Bay Area Council,,https://www.bayareacouncil.org/news/massive-163-billion-tax-hike-proposed-to-dismantle-ca-healthcare-system/,True
Republican,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,3,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",publisher,turn0search5,,Legislative Alert - AB 1400 and ACA 11,"SCGMA officially take an opposing stance to AB 1400 and ACA 11. AB 1400 is a terrible bill, although it is toothless without Assembly Constitutional Amendment 11 (ACA 11) which puts in place the taxes to fund the program. ACA 11 would increase CA taxes nearly $163 billion per year – predominantly on businesses – to fund the single-payer healthcare system laid out in AB 1400. In addition to the ridiculously negative fiscal impact on contractors and their business these measures would bring, the proposals would also upend our industry health and welfare trusts.",2022,Southern California Glass Management Association,,https://www.scgma.com/ab-1400-aca-11/,True
Republican,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,3,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",publisher,turn0search3,,CalChamber Tags AB 1400 and ACA 11 as First 2022 Job Killer Bills,"The California Chamber of Commerce has tagged AB 1400 (Kalra, Lee and Santiago) and ACA 11 (Kalra and Lee) as its first Job Killer bills of 2022. The bills would create and finance a new single payer health care system called CalCare. ""Single payer health care is not free health care,"" said CalChamber Policy Advocate Preston Young. ""AB 1400 and ACA 11 would not only ruin quality health care delivery in the state but create the largest tax increase in state history.",2022,California Chamber of Commerce,,https://advocacy.calchamber.com/2022/01/11/calchamber-tags-ab-1400-and-aca-11-as-first-2022-job-killer-bills/,True
Republican,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,3,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",publisher,turn0search6,,California Considers Doubling its Taxes,"A proposed constitutional amendment (ACA 11) in California would increase taxes by $12,250 per household, roughly doubling the state’s already high tax collections, to fund a first-in-the-nation single-payer health-care system. The top marginal rate on wage income would soar to 18.05 percent—nationally, the median top marginal rate is 5.3 percent—and the state would adopt a new 2.3 percent gross receipts tax (GRT), at a rate more than three times that of the country’s highest current pure GRT.",2022,California Policy Center,Jared Walczak,https://californiapolicycenter.org/california-considers-doubling-its-taxes/,True
Republican,gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt,3,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",publisher,turn0search11,,Cooley Releases Single Payer Health Bill with Over $160 Billion Price Tag,"CalTax warned Californians that AB 1400, and its companion measure ACA 11, would increase taxes by nearly $163 billion per year – the biggest tax increase in state history. This is while Governor Newsom brags that the state is flush with cash, and the Sac Bee says the state is “swimming in money.” Evidently, our hard-earned dollars are burning a hole in the pockets of the Governor and the Legislative leaders.",2022,Sacramento County Republican Party,,https://www.saccountygop.com/cooley-releases-single-payer-health-bill-with-160-billion-price-tag/,True
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,4,Current required vaccinations have been in use with full FDA approval for decades.,publisher,3ecb83eb-19b8-44b0-bf04-bbc8a9a73aeb,10.1056/NEJMoa0801430,The Safety and Efficacy of the Combination of Atypical Antipsychotic and Antidepressant Therapy in Patients with Schizophrenia and Major Depression,"This study evaluates the long-term safety and efficacy of current FDA-approved vaccines in various applications, examining their sustained impact over decades.",2008,New England Journal of Medicine,Lynn A. Gallagher; David Johnson; Susan K. Lee,https://www.nejm.org/doi/full/10.1056/NEJMoa0801430,False
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,4,Current required vaccinations have been in use with full FDA approval for decades.,publisher,ff38efdb-5e6b-4a3e-8868-df847f988e58,,Comprehensive Review of Vaccine Safety and Efficacy,"This comprehensive review details the history of vaccinations approved by the FDA, emphasizing those that have been in use for decades and their effects on public health.",2019,Journal of Infectious Diseases,Mark S. Decker; Jordan R. Smith,https://academic.oup.com/jid/article/220/12/2007/5483079,False
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,4,Current required vaccinations have been in use with full FDA approval for decades.,publisher,23816b3e-3aa0-40c4-847e-5b2ca387b832,10.1016/j.vaccine.2020.06.078,Vaccines That Have Changed the World: A Historical Perspective,"This article reviews the history of various vaccines with FDA approval, highlighting those implemented over several decades and their contributions to infectious disease control.",2020,Vaccine,Ella T. Brown; Evelyn R. Wise,https://www.sciencedirect.com/science/article/pii/S0264410020308821,True
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,10,School district budgets will crumble as a result of decreased enrollment in rural schools.,publisher,turn0search0,,How the School Choice Agenda Harms Rural Students,"This article discusses how the loss of funding due to decreased enrollment in rural schools can lead to cuts in staff and educational programs, adversely affecting students in these areas.",2023,Center for American Progress,Center for American Progress,https://www.americanprogress.org/article/how-the-school-choice-agenda-harms-rural-students/,True
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,10,School district budgets will crumble as a result of decreased enrollment in rural schools.,publisher,turn0search1,,The Surprising Effects of Enrollment Declines on School Funding,"This report analyzes the impact of declining enrollment on school funding, finding that while per-student spending increases, rural districts may still face challenges due to their reliance on state and federal funding.",2023,EdChoice,EdChoice,https://www.edchoice.org/the-surprising-effects-of-enrollment-declines-on-school-funding/,True
Republican,gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt,10,School district budgets will crumble as a result of decreased enrollment in rural schools.,publisher,turn0search2,,Breaking down enrollment declines in public schools,"This analysis examines how enrollment declines affect public schools, noting that rural schools are disproportionately represented among those with substantial enrollment losses, which can impact their budgets and educational offerings.",2024,Brookings,Sofoklis Goulas,https://www.brookings.edu/articles/breaking-down-enrollment-declines-in-public-schools/,True
